ID;INDICATOR;UNIT;UNIT_NUM;STUB_NAME;STUB_NAME_NUM;STUB_LABEL;STUB_LABEL_NUM;YEAR;YEAR_NUM;AGE;AGE_NUM
1880;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;1994;18;45-54 years;4.1
1881;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;1995;19;45-54 years;4.1
1882;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;1996;20;45-54 years;4.1
1883;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;1997;21;45-54 years;4.1
1884;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;1998;22;45-54 years;4.1
1885;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;1999;23;45-54 years;4.1
1886;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2000;24;45-54 years;4.1
1887;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2001;25;45-54 years;4.1
1888;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2002;26;45-54 years;4.1
1889;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2003;27;45-54 years;4.1
1890;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2004;28;45-54 years;4.1
1891;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2005;29;45-54 years;4.1
1892;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2006;30;45-54 years;4.1
1893;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2007;31;45-54 years;4.1
1894;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2008;32;45-54 years;4.1
1895;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2009;33;45-54 years;4.1
1896;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2010;34;45-54 years;4.1
1897;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2011;35;45-54 years;4.1
1898;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2012;36;45-54 years;4.1
1899;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2013;37;45-54 years;4.1
1900;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2014;38;45-54 years;4.1
1901;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2015;39;45-54 years;4.1
1902;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2016;40;45-54 years;4.1
1903;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2017;41;45-54 years;4.1
1904;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 45-54 years;3.141;2018;42;45-54 years;4.1
1905;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1950;1;55-64 years;4.2
1906;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1960;2;55-64 years;4.2
1907;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1970;3;55-64 years;4.2
1908;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1980;4;55-64 years;4.2
1909;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1981;5;55-64 years;4.2
1910;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1982;6;55-64 years;4.2
1911;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1983;7;55-64 years;4.2
1912;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1984;8;55-64 years;4.2
1913;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1985;9;55-64 years;4.2
1914;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1986;10;55-64 years;4.2
1915;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1987;11;55-64 years;4.2
1916;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1988;12;55-64 years;4.2
1917;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1989;13;55-64 years;4.2
1918;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1990;14;55-64 years;4.2
1919;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1991;15;55-64 years;4.2
1920;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1992;16;55-64 years;4.2
1921;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1993;17;55-64 years;4.2
1922;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1994;18;55-64 years;4.2
1923;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1995;19;55-64 years;4.2
1924;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1996;20;55-64 years;4.2
1925;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1997;21;55-64 years;4.2
1926;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1998;22;55-64 years;4.2
1927;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;1999;23;55-64 years;4.2
1928;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2000;24;55-64 years;4.2
1929;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2001;25;55-64 years;4.2
1930;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2002;26;55-64 years;4.2
1931;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2003;27;55-64 years;4.2
1932;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2004;28;55-64 years;4.2
1933;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2005;29;55-64 years;4.2
1934;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2006;30;55-64 years;4.2
1935;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2007;31;55-64 years;4.2
1936;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2008;32;55-64 years;4.2
1937;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2009;33;55-64 years;4.2
1938;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2010;34;55-64 years;4.2
1939;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2011;35;55-64 years;4.2
1940;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2012;36;55-64 years;4.2
1941;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2013;37;55-64 years;4.2
1942;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2014;38;55-64 years;4.2
1943;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2015;39;55-64 years;4.2
1944;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2016;40;55-64 years;4.2
1945;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2017;41;55-64 years;4.2
1946;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 55-64 years;3.142;2018;42;55-64 years;4.2
1947;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1950;1;65 years and over;5
1948;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1960;2;65 years and over;5
1949;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1970;3;65 years and over;5
1950;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1980;4;65 years and over;5
1951;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1981;5;65 years and over;5
1952;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1982;6;65 years and over;5
1953;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1983;7;65 years and over;5
1954;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1984;8;65 years and over;5
1955;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1985;9;65 years and over;5
1956;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1986;10;65 years and over;5
1957;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1987;11;65 years and over;5
1958;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1988;12;65 years and over;5
1959;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1989;13;65 years and over;5
1960;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1990;14;65 years and over;5
1961;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1991;15;65 years and over;5
1962;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1992;16;65 years and over;5
1963;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1993;17;65 years and over;5
1964;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1994;18;65 years and over;5
1965;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1995;19;65 years and over;5
1966;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1996;20;65 years and over;5
1967;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1997;21;65 years and over;5
1968;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1998;22;65 years and over;5
1969;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;1999;23;65 years and over;5
1970;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2000;24;65 years and over;5
1971;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2001;25;65 years and over;5
1972;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2002;26;65 years and over;5
1973;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2003;27;65 years and over;5
1974;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2004;28;65 years and over;5
1975;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2005;29;65 years and over;5
1976;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2006;30;65 years and over;5
1977;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2007;31;65 years and over;5
1978;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2008;32;65 years and over;5
1979;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2009;33;65 years and over;5
1980;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2010;34;65 years and over;5
1981;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2011;35;65 years and over;5
1982;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2012;36;65 years and over;5
1983;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2013;37;65 years and over;5
1984;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2014;38;65 years and over;5
1985;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2015;39;65 years and over;5
1986;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2016;40;65 years and over;5
1987;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2017;41;65 years and over;5
1988;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65 years and over;3.15;2018;42;65 years and over;5
1989;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1950;1;65-74 years;5.1
1990;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1960;2;65-74 years;5.1
1991;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1970;3;65-74 years;5.1
1992;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1980;4;65-74 years;5.1
1993;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1981;5;65-74 years;5.1
1994;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1982;6;65-74 years;5.1
1995;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1983;7;65-74 years;5.1
1996;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1984;8;65-74 years;5.1
1997;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1985;9;65-74 years;5.1
1998;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1986;10;65-74 years;5.1
1999;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1987;11;65-74 years;5.1
2000;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1988;12;65-74 years;5.1
2001;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1989;13;65-74 years;5.1
2002;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1990;14;65-74 years;5.1
2003;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1991;15;65-74 years;5.1
2004;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1992;16;65-74 years;5.1
2005;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1993;17;65-74 years;5.1
2006;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1994;18;65-74 years;5.1
2007;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1995;19;65-74 years;5.1
2008;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1996;20;65-74 years;5.1
2009;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1997;21;65-74 years;5.1
2010;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1998;22;65-74 years;5.1
2011;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;1999;23;65-74 years;5.1
2012;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2000;24;65-74 years;5.1
2013;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2001;25;65-74 years;5.1
2014;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2002;26;65-74 years;5.1
2015;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2003;27;65-74 years;5.1
2016;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2004;28;65-74 years;5.1
2017;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2005;29;65-74 years;5.1
2018;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2006;30;65-74 years;5.1
2019;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2007;31;65-74 years;5.1
2020;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2008;32;65-74 years;5.1
2021;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2009;33;65-74 years;5.1
2022;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2010;34;65-74 years;5.1
2023;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2011;35;65-74 years;5.1
2024;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2012;36;65-74 years;5.1
2025;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2013;37;65-74 years;5.1
2026;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2014;38;65-74 years;5.1
2027;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2015;39;65-74 years;5.1
2028;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2016;40;65-74 years;5.1
2029;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2017;41;65-74 years;5.1
2030;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 65-74 years;3.151;2018;42;65-74 years;5.1
2031;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1950;1;75-84 years;5.2
2032;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1960;2;75-84 years;5.2
2033;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1970;3;75-84 years;5.2
2034;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1980;4;75-84 years;5.2
2035;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1981;5;75-84 years;5.2
2036;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1982;6;75-84 years;5.2
2037;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1983;7;75-84 years;5.2
2038;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1984;8;75-84 years;5.2
2039;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1985;9;75-84 years;5.2
2040;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1986;10;75-84 years;5.2
2041;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1987;11;75-84 years;5.2
2042;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1988;12;75-84 years;5.2
2043;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1989;13;75-84 years;5.2
2044;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1990;14;75-84 years;5.2
2045;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1991;15;75-84 years;5.2
2046;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1992;16;75-84 years;5.2
2047;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1993;17;75-84 years;5.2
2048;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1994;18;75-84 years;5.2
2049;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1995;19;75-84 years;5.2
2050;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1996;20;75-84 years;5.2
2051;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1997;21;75-84 years;5.2
2052;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1998;22;75-84 years;5.2
2053;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;1999;23;75-84 years;5.2
2054;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2000;24;75-84 years;5.2
2055;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2001;25;75-84 years;5.2
2056;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2002;26;75-84 years;5.2
2057;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2003;27;75-84 years;5.2
2058;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2004;28;75-84 years;5.2
2059;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2005;29;75-84 years;5.2
2060;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2006;30;75-84 years;5.2
2061;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2007;31;75-84 years;5.2
2062;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2008;32;75-84 years;5.2
2063;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2009;33;75-84 years;5.2
2064;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2010;34;75-84 years;5.2
2065;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2011;35;75-84 years;5.2
2066;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2012;36;75-84 years;5.2
2067;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2013;37;75-84 years;5.2
2068;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2014;38;75-84 years;5.2
2069;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2015;39;75-84 years;5.2
2070;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2016;40;75-84 years;5.2
2071;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2017;41;75-84 years;5.2
2072;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 75-84 years;3.152;2018;42;75-84 years;5.2
2073;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1950;1;85 years and over;6
2074;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1960;2;85 years and over;6
2075;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1970;3;85 years and over;6
2076;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1980;4;85 years and over;6
2077;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1981;5;85 years and over;6
2078;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1982;6;85 years and over;6
2079;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1983;7;85 years and over;6
2080;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1984;8;85 years and over;6
2081;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1985;9;85 years and over;6
2082;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1986;10;85 years and over;6
2083;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1987;11;85 years and over;6
2084;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1988;12;85 years and over;6
2085;Death rates for suicide;Deaths per 100,000 resident population, crude;2;Sex and age;3;Male: 85 years and over;3.153;1989;13;85 years and over;6
